a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12
-0.11812008,-3.05744312,3.798748,-2.05990281,0.39163579,3.8577401,-4.32966829,-3.93373867,-0.46817134,-2.17563513,2.48775916,2.48504554
